,parameter,measure_id,metric_id,location_id,age_group_id,sex_id,location_name,sex,age,mean,lower,upper
662,Moderate anemia,prevalence,count,202,169,2,Cameroon,Female,Reproductive age,1426550.0815430405,1176370.738802155,1679525.6613278873
663,Severe anemia,prevalence,count,202,169,2,Cameroon,Female,Reproductive age,84202.7262007377,61620.63088022884,113741.61574778003
664,Total anemia,ylds,rate,202,169,2,Cameroon,Female,Reproductive age,0.009507145728453223,0.005927364797215799,0.014186805518845855
665,Mild anemia,ylds,rate,202,169,2,Cameroon,Female,Reproductive age,0.0005759727460162284,0.0002066804039384436,0.0012534444348524174
666,Moderate anemia,ylds,rate,202,169,2,Cameroon,Female,Reproductive age,0.007634987047931828,0.004802137908983273,0.011357856624406294
667,Severe anemia,ylds,rate,202,169,2,Cameroon,Female,Reproductive age,0.0012961859345051662,0.0007975642801872827,0.0019963833226569533
668,Total anemia,prevalence,rate,202,169,2,Cameroon,Female,Reproductive age,0.31452507208831515,0.27527609865088637,0.3525551549871207
669,Mild anemia,prevalence,rate,202,169,2,Cameroon,Female,Reproductive age,0.15635540101421344,0.1435255324071664,0.17095176186148694
670,Moderate anemia,prevalence,rate,202,169,2,Cameroon,Female,Reproductive age,0.14935447032830051,0.12324119512315715,0.17569046914217928
671,Severe anemia,prevalence,rate,202,169,2,Cameroon,Female,Reproductive age,0.008815200745801199,0.0064498540125104,0.011898191430976706
672,Total anemia,prevalence,count,205,1,3,Côte d'Ivoire,Both,Under Five,3000289.435433009,2767446.1496501565,3233233.5312806997
673,Mild anemia,prevalence,count,205,1,3,Côte d'Ivoire,Both,Under Five,1127396.0822031412,1044268.9304776613,1210778.1853184043
674,Moderate anemia,prevalence,count,205,1,3,Côte d'Ivoire,Both,Under Five,1756761.7588376184,1557559.221973612,1971722.3189833956
675,Severe anemia,prevalence,count,205,1,3,Côte d'Ivoire,Both,Under Five,116131.59439225,83580.28084773575,157678.38070260343
676,Total anemia,ylds,count,205,1,3,Côte d'Ivoire,Both,Under Five,110517.20511204841,73334.37475025697,164565.44350128245
677,Mild anemia,ylds,count,205,1,3,Côte d'Ivoire,Both,Under Five,4150.219422986709,1470.1145829191396,9229.001906927913
678,Moderate anemia,ylds,count,205,1,3,Côte d'Ivoire,Both,Under Five,89473.45850361435,57977.450390269645,135064.8631473076
679,Severe anemia,ylds,count,205,1,3,Côte d'Ivoire,Both,Under Five,16893.52718544734,10117.570229029889,26110.147465816946
680,Total anemia,prevalence,rate,205,1,3,Côte d'Ivoire,Both,Under Five,0.7478291478022424,0.6897924151050403,0.8058910076435083
681,Mild anemia,prevalence,rate,205,1,3,Côte d'Ivoire,Both,Under Five,0.2810061060885226,0.2602864694094962,0.30178928999679333
682,Moderate anemia,prevalence,rate,205,1,3,Côte d'Ivoire,Both,Under Five,0.4378769706308351,0.38822527315666955,0.49145639220477694
683,Severe anemia,prevalence,rate,205,1,3,Côte d'Ivoire,Both,Under Five,0.02894607108288473,0.020832580170857283,0.03930170458726008
684,Total anemia,ylds,rate,205,1,3,Côte d'Ivoire,Both,Under Five,0.027546671444550423,0.018278764150692708,0.041018321071913784
685,Mild anemia,ylds,rate,205,1,3,Côte d'Ivoire,Both,Under Five,0.00103445188241865,0.00036642949267906273,0.0023003502760816467
686,Moderate anemia,ylds,rate,205,1,3,Côte d'Ivoire,Both,Under Five,0.02230146846283198,0.014451014893782976,0.03366523253144081
687,Severe anemia,ylds,rate,205,1,3,Côte d'Ivoire,Both,Under Five,0.004210751099299793,0.002521828005274693,0.006508015226049261
688,Total anemia,ylds,count,205,169,2,Côte d'Ivoire,Female,Reproductive age,116358.69361404216,74652.37987744507,171371.378488373
689,Mild anemia,ylds,count,205,169,2,Côte d'Ivoire,Female,Reproductive age,5653.866448921472,1961.2211500859548,12250.515411556327
690,Moderate anemia,ylds,count,205,169,2,Côte d'Ivoire,Female,Reproductive age,92869.16528098586,59140.508127804875,136517.8961589995
691,Severe anemia,ylds,count,205,169,2,Côte d'Ivoire,Female,Reproductive age,17835.66188413482,10690.727598832153,27143.264942219274
692,Total anemia,prevalence,count,205,169,2,Côte d'Ivoire,Female,Reproductive age,3473978.056491086,3143133.3429877823,3792000.942216406
693,Mild anemia,prevalence,count,205,169,2,Côte d'Ivoire,Female,Reproductive age,1534438.0974181548,1429225.4554193402,1641333.4810031308
694,Moderate anemia,prevalence,count,205,169,2,Côte d'Ivoire,Female,Reproductive age,1817866.4857590024,1574659.6835551364,2051701.5245880077
695,Severe anemia,prevalence,count,205,169,2,Côte d'Ivoire,Female,Reproductive age,121673.47331392927,92254.24566008708,158640.97875725498
696,Total anemia,ylds,rate,205,169,2,Côte d'Ivoire,Female,Reproductive age,0.014255740537806314,0.009184560453123611,0.0209775080088092
697,Mild anemia,ylds,rate,205,169,2,Côte d'Ivoire,Female,Reproductive age,0.0006924315185426672,0.00024399651832130963,0.0014995811285686714
698,Moderate anemia,ylds,rate,205,169,2,Côte d'Ivoire,Female,Reproductive age,0.011377667928620144,0.007261790113326113,0.016711105934270665
699,Severe anemia,ylds,rate,205,169,2,Côte d'Ivoire,Female,Reproductive age,0.002185641090643503,0.0013088114508694884,0.003322597173070336
700,Total anemia,prevalence,rate,205,169,2,Côte d'Ivoire,Female,Reproductive age,0.4257081645620102,0.3849345599467757,0.46417745388068793
701,Mild anemia,prevalence,rate,205,169,2,Côte d'Ivoire,Female,Reproductive age,0.18802277944499007,0.17502438958543728,0.20091503345878664
702,Moderate anemia,prevalence,rate,205,169,2,Côte d'Ivoire,Female,Reproductive age,0.2227736966023592,0.1930492961943016,0.25114803617367804
703,Severe anemia,prevalence,rate,205,169,2,Côte d'Ivoire,Female,Reproductive age,0.014911688514660956,0.011359098707811465,0.019419184415508637
704,Total anemia,prevalence,count,207,1,3,Ghana,Both,Under Five,2623307.702589913,2337351.4624865213,2883491.120279086
705,Mild anemia,prevalence,count,207,1,3,Ghana,Both,Under Five,1080392.90530825,999763.6512829305,1166661.9466780978
706,Moderate anemia,prevalence,count,207,1,3,Ghana,Both,Under Five,1449732.508578096,1228332.8694661008,1675952.4799699606
707,Severe anemia,prevalence,count,207,1,3,Ghana,Both,Under Five,93182.28870356653,65591.43819403043,134373.64354019897
708,Total anemia,ylds,count,207,1,3,Ghana,Both,Under Five,91492.55828216784,59044.18749255221,137898.88774157016
709,Mild anemia,ylds,count,207,1,3,Ghana,Both,Under Five,3972.348438649551,1439.5689418172642,8833.026727918565
710,Moderate anemia,ylds,count,207,1,3,Ghana,Both,Under Five,73934.22916694883,47353.64351398028,108956.06863082554
711,Severe anemia,ylds,count,207,1,3,Ghana,Both,Under Five,13585.980676569467,8031.070277952231,21741.816737631245
712,Total anemia,prevalence,rate,207,1,3,Ghana,Both,Under Five,0.6606771515644762,0.588659387885028,0.7262040583446011
713,Mild anemia,prevalence,rate,207,1,3,Ghana,Both,Under Five,0.27209576160082904,0.25178937290322223,0.29382252452084734
714,Moderate anemia,prevalence,rate,207,1,3,Ghana,Both,Under Five,0.3651135333274807,0.3093542784061063,0.42208678361703633
715,Severe anemia,prevalence,rate,207,1,3,Ghana,Both,Under Five,0.023467856636166354,0.016519131366200885,0.033841853920465174
716,Total anemia,ylds,rate,207,1,3,Ghana,Both,Under Five,0.023042299893196637,0.01487021349821285,0.03472968278447213
717,Mild anemia,ylds,rate,207,1,3,Ghana,Both,Under Five,0.001000431573039468,0.000362553850248499,0.002224588039189087
718,Moderate anemia,ylds,rate,207,1,3,Ghana,Both,Under Five,0.018620254071190404,0.01192596289109696,0.02744046571342316
719,Severe anemia,ylds,rate,207,1,3,Ghana,Both,Under Five,0.0034216142489667707,0.0020226161917693474,0.005475652565603951
720,Total anemia,ylds,count,207,169,2,Ghana,Female,Reproductive age,140313.00931047194,87685.46238066732,210325.02738126012
721,Mild anemia,ylds,count,207,169,2,Ghana,Female,Reproductive age,7803.774194335222,2724.5969116289875,17524.774380831186
722,Moderate anemia,ylds,count,207,169,2,Ghana,Female,Reproductive age,112605.74130198432,70314.6135859854,168641.490005796
723,Severe anemia,ylds,count,207,169,2,Ghana,Female,Reproductive age,19903.49381415238,12175.982202453331,30947.31683558593
724,Total anemia,prevalence,count,207,169,2,Ghana,Female,Reproductive age,4460901.170907946,3966250.53550236,4986775.192503077
725,Mild anemia,prevalence,count,207,169,2,Ghana,Female,Reproductive age,2119517.3966446687,1934221.6634938119,2310450.2668317016
726,Moderate anemia,prevalence,count,207,169,2,Ghana,Female,Reproductive age,2205546.07440889,1870007.6761028294,2579239.0733944327
727,Severe anemia,prevalence,count,207,169,2,Ghana,Female,Reproductive age,135837.6998543879,99255.69922192559,180044.0803119655
728,Total anemia,ylds,rate,207,169,2,Ghana,Female,Reproductive age,0.01279654227940366,0.008043722704132375,0.019168161952198098
729,Mild anemia,ylds,rate,207,169,2,Ghana,Female,Reproductive age,0.000711568646260326,0.00024925870980941456,0.0015971361929200184
730,Moderate anemia,ylds,rate,207,169,2,Ghana,Female,Reproductive age,0.010269737280126982,0.006419857416629402,0.015369295002783454
731,Severe anemia,ylds,rate,207,169,2,Ghana,Female,Reproductive age,0.0018152363530163514,0.0011101368959028418,0.0028204117621018414
732,Total anemia,prevalence,rate,207,169,2,Ghana,Female,Reproductive age,0.40695368960578876,0.3618731388609876,0.45447427583513356
733,Mild anemia,prevalence,rate,207,169,2,Ghana,Female,Reproductive age,0.19337054610695117,0.17645392877009347,0.2105649786358964
734,Moderate anemia,prevalence,rate,207,169,2,Ghana,Female,Reproductive age,0.20119425819614717,0.17044075420741853,0.23506129007957927
735,Severe anemia,prevalence,rate,207,169,2,Ghana,Female,Reproductive age,0.012388885302690432,0.009064914386934632,0.01640848040256482
736,Total anemia,prevalence,count,213,1,3,Niger,Both,Under Five,3455976.6759388205,3125866.9549358,3777830.709939317
737,Mild anemia,prevalence,count,213,1,3,Niger,Both,Under Five,1313258.286918795,1206120.1673995028,1420264.7167822025
738,Moderate anemia,prevalence,count,213,1,3,Niger,Both,Under Five,1991809.5392006815,1717452.1025336308,2296589.2819754323
739,Severe anemia,prevalence,count,213,1,3,Niger,Both,Under Five,150908.84981934348,105106.50112404507,207226.1646481349
740,Total anemia,ylds,count,213,1,3,Niger,Both,Under Five,128263.6622144035,81899.44869021392,189889.13331383167
741,Mild anemia,ylds,count,213,1,3,Niger,Both,Under Five,4830.746507095627,1690.9880886150318,10833.237152616248
742,Moderate anemia,ylds,count,213,1,3,Niger,Both,Under Five,101472.24658837962,64503.53919389443,149793.30346691204
743,Severe anemia,ylds,count,213,1,3,Niger,Both,Under Five,21960.669118928286,12810.241051088262,33524.28105006693
744,Total anemia,prevalence,rate,213,1,3,Niger,Both,Under Five,0.7121520303755242,0.6441283340075107,0.7784745276868643
745,Mild anemia,prevalence,rate,213,1,3,Niger,Both,Under Five,0.2706151236343757,0.2485378249426671,0.29266528584207074
746,Moderate anemia,prevalence,rate,213,1,3,Niger,Both,Under Five,0.4104400406804751,0.35390487742796617,0.4732441429608839
747,Severe anemia,prevalence,rate,213,1,3,Niger,Both,Under Five,0.031096866060673325,0.02165865548291712,0.042701831562857
748,Total anemia,ylds,rate,213,1,3,Niger,Both,Under Five,0.026430510398214525,0.016876519762833147,0.03912929528060499
749,Mild anemia,ylds,rate,213,1,3,Niger,Both,Under Five,0.0009954424626789707,0.00034845159952385623,0.0022323390917212884
750,Moderate anemia,ylds,rate,213,1,3,Niger,Both,Under Five,0.020909766821574364,0.013291850816921517,0.030866992229234273
751,Severe anemia,ylds,rate,213,1,3,Niger,Both,Under Five,0.004525301113961195,0.00263972822433883,0.006908144080630801
752,Total anemia,ylds,count,213,169,2,Niger,Female,Reproductive age,96727.37789388146,62712.43507234886,144057.4754555387
753,Mild anemia,ylds,count,213,169,2,Niger,Female,Reproductive age,4286.052784495422,1531.2332915479692,9497.135762153881
754,Moderate anemia,ylds,count,213,169,2,Niger,Female,Reproductive age,77755.89591066379,49706.026882634076,116815.40782234239
755,Severe anemia,ylds,count,213,169,2,Niger,Female,Reproductive age,14685.42919872225,8743.953737276237,23161.71639682174
756,Total anemia,prevalence,count,213,169,2,Niger,Female,Reproductive age,2788080.1994445533,2450837.5664714416,3121164.887531082
757,Mild anemia,prevalence,count,213,169,2,Niger,Female,Reproductive age,1163338.7525572146,1071414.5336420434,1263049.7201065868
758,Moderate anemia,prevalence,count,213,169,2,Niger,Female,Reproductive age,1524234.9926851278,1268577.9355921852,1776148.5420581046
759,Severe anemia,prevalence,count,213,169,2,Niger,Female,Reproductive age,100506.4542022106,69569.6561597111,140926.81921717076
760,Total anemia,ylds,rate,213,169,2,Niger,Female,Reproductive age,0.014366675339292327,0.009312747550693326,0.021377614399647412
761,Mild anemia,ylds,rate,213,169,2,Niger,Female,Reproductive age,0.0006363466564686819,0.00022753488118282782,0.0014093409979761056
762,Moderate anemia,ylds,rate,213,169,2,Niger,Female,Reproductive age,0.011548578578985223,0.00739800628648188,0.017334988944286537
763,Severe anemia,ylds,rate,213,169,2,Niger,Female,Reproductive age,0.002181750103838423,0.0013027143935289266,0.003437115917792581
764,Total anemia,prevalence,rate,213,169,2,Niger,Female,Reproductive age,0.41418799695648895,0.36378446988453506,0.46316971217471803
765,Mild anemia,prevalence,rate,213,169,2,Niger,Female,Reproductive age,0.17281048713578773,0.15900540592601978,0.1874320634777102
766,Moderate anemia,prevalence,rate,213,169,2,Niger,Female,Reproductive age,0.22644424324467383,0.18831501147872112,0.2635740944962829
767,Severe anemia,prevalence,rate,213,169,2,Niger,Female,Reproductive age,0.014933266576027414,0.010395186924944792,0.020913036204936956
768,Total anemia,prevalence,count,214,1,3,Nigeria,Both,Under Five,24241970.512409586,22925122.230634257,25641407.386528254
769,Mild anemia,prevalence,count,214,1,3,Nigeria,Both,Under Five,8499305.255198319,7864339.779725869,9111733.240193686
770,Moderate anemia,prevalence,count,214,1,3,Nigeria,Both,Under Five,14378929.659520553,13256399.64840959,15566325.042470934
771,Severe anemia,prevalence,count,214,1,3,Nigeria,Both,Under Five,1363735.5976907108,1052823.0342237786,1745133.2501678145
772,Total anemia,ylds,count,214,1,3,Nigeria,Both,Under Five,961822.744033989,619827.3924631601,1389143.4209647912
773,Mild anemia,ylds,count,214,1,3,Nigeria,Both,Under Five,31258.44451997566,10936.096161570522,69959.19019590413
774,Moderate anemia,ylds,count,214,1,3,Nigeria,Both,Under Five,732439.5198238062,468860.2801935687,1094212.7641351183
775,Severe anemia,ylds,count,214,1,3,Nigeria,Both,Under Five,198124.77969020704,120796.55399888022,297505.2314073404
776,Total anemia,prevalence,rate,214,1,3,Nigeria,Both,Under Five,0.7231738089537817,0.6838902784644506,0.7649210792150298
777,Mild anemia,prevalence,rate,214,1,3,Nigeria,Both,Under Five,0.2535468373627569,0.23460487877830524,0.27181646929685527
778,Moderate anemia,prevalence,rate,214,1,3,Nigeria,Both,Under Five,0.4289447231705424,0.39545799388900604,0.4643664823622216
779,Severe anemia,prevalence,rate,214,1,3,Nigeria,Both,Under Five,0.0406822484204823,0.03140726713713873,0.05205990408286774
780,Total anemia,ylds,rate,214,1,3,Nigeria,Both,Under Five,0.028692593986341778,0.01849036719486216,0.041440201340395943
781,Mild anemia,ylds,rate,214,1,3,Nigeria,Both,Under Five,0.0009324855986401559,0.0003262399115698653,0.002086986040156901
782,Moderate anemia,ylds,rate,214,1,3,Nigeria,Both,Under Five,0.0218497533898127,0.013986795113093222,0.032641983952598486
783,Severe anemia,ylds,rate,214,1,3,Nigeria,Both,Under Five,0.005910354997888922,0.003603539737792476,0.008875020752557522
784,Total anemia,ylds,count,214,169,2,Nigeria,Female,Reproductive age,1019705.932980006,647609.6134683884,1507029.9032654034
785,Mild anemia,ylds,count,214,169,2,Nigeria,Female,Reproductive age,51121.876056374014,17893.57439585922,113681.0669257027
786,Moderate anemia,ylds,count,214,169,2,Nigeria,Female,Reproductive age,807760.5595040579,508143.517530097,1196396.3541744521
787,Severe anemia,ylds,count,214,169,2,Nigeria,Female,Reproductive age,160823.4974195741,95718.94974894843,258230.5674024029
788,Total anemia,prevalence,count,214,169,2,Nigeria,Female,Reproductive age,30794227.950118612,28013660.788567122,33636822.31596837
789,Mild anemia,prevalence,count,214,169,2,Nigeria,Female,Reproductive age,13872323.351041652,12912425.407363947,14970154.999015303
790,Moderate anemia,prevalence,count,214,169,2,Nigeria,Female,Reproductive age,15821600.984236754,13721585.505754175,18046233.544911526
791,Severe anemia,prevalence,count,214,169,2,Nigeria,Female,Reproductive age,1100303.6148402065,774378.7701816987,1559227.5819013887
792,Total anemia,ylds,rate,214,169,2,Nigeria,Female,Reproductive age,0.014241050969821738,0.00908746467417406,0.02102796937596705
793,Mild anemia,ylds,rate,214,169,2,Nigeria,Female,Reproductive age,0.0007136550459780633,0.0002505256229712113,0.0015862206773477336
794,Moderate anemia,ylds,rate,214,169,2,Nigeria,Female,Reproductive age,0.011280732113333983,0.007093535495220656,0.016693620904659954
795,Severe anemia,ylds,rate,214,169,2,Nigeria,Female,Reproductive age,0.002246663810509692,0.0013377904113884558,0.0036031564148200144
796,Total anemia,prevalence,rate,214,169,2,Nigeria,Female,Reproductive age,0.430144206965271,0.3912077241085641,0.469343088702111
797,Mild anemia,prevalence,rate,214,169,2,Nigeria,Female,Reproductive age,0.19375470303995895,0.18019024105787948,0.20888235873136204
798,Moderate anemia,prevalence,rate,214,169,2,Nigeria,Female,Reproductive age,0.22101729555246094,0.1918918089356798,0.25194425455052377
799,Severe anemia,prevalence,rate,214,169,2,Nigeria,Female,Reproductive age,0.015372208372851113,0.01086530115093764,0.021756296787039515
800,Total anemia,prevalence,count,522,1,3,Sudan,Both,Under Five,2772700.9872346926,2450344.840942693,3106740.0751317656
801,Mild anemia,prevalence,count,522,1,3,Sudan,Both,Under Five,1326772.8194433418,1216074.7941143615,1428782.2698254501
802,Moderate anemia,prevalence,count,522,1,3,Sudan,Both,Under Five,1365647.1447078947,1144482.6702725473,1605393.761271718
803,Severe anemia,prevalence,count,522,1,3,Sudan,Both,Under Five,80281.02308345615,61055.9191369275,104590.53232784606
804,Total anemia,ylds,count,522,1,3,Sudan,Both,Under Five,86582.37396234689,53499.495012573876,131420.19817737833
805,Mild anemia,ylds,count,522,1,3,Sudan,Both,Under Five,4888.936697504687,1737.7162833790126,10888.83750999907
806,Moderate anemia,ylds,count,522,1,3,Sudan,Both,Under Five,69908.81957724778,42802.90645965113,105951.65648745594
807,Severe anemia,ylds,count,522,1,3,Sudan,Both,Under Five,11784.61768759441,7188.670083709594,18516.315718455582
808,Total anemia,prevalence,rate,522,1,3,Sudan,Both,Under Five,0.5029617816367407,0.4444870948937325,0.5635557279578636
809,Mild anemia,prevalence,rate,522,1,3,Sudan,Both,Under Five,0.24067363345946702,0.22059325829479362,0.25917792048651495
810,Moderate anemia,prevalence,rate,522,1,3,Sudan,Both,Under Five,0.24772534945228522,0.2076066065337795,0.29121485155275617
811,Severe anemia,prevalence,rate,522,1,3,Sudan,Both,Under Five,0.014562798724988382,0.011075407701717136,0.018972489541475346
812,Total anemia,ylds,rate,522,1,3,Sudan,Both,Under Five,0.015705849735305224,0.009704689200917596,0.023839331151344532
813,Mild anemia,ylds,rate,522,1,3,Sudan,Both,Under Five,0.0008868422246059037,0.0003152178622546522,0.0019752108644950452
814,Moderate anemia,ylds,rate,522,1,3,Sudan,Both,Under Five,0.01268130411774466,0.007764351868914544,0.01921939443150785
815,Severe anemia,ylds,rate,522,1,3,Sudan,Both,Under Five,0.0021377033929546574,0.0013040087371654525,0.003358818417845687
816,Total anemia,ylds,count,522,169,2,Sudan,Female,Reproductive age,115256.25477174217,68875.6976061876,179303.07265907855
817,Mild anemia,ylds,count,522,169,2,Sudan,Female,Reproductive age,8012.839585741261,2803.373526461216,18057.315047261476
818,Moderate anemia,ylds,count,522,169,2,Sudan,Female,Reproductive age,93088.7452447686,55452.46799073426,143962.75383992086
819,Severe anemia,ylds,count,522,169,2,Sudan,Female,Reproductive age,14154.669941232327,7796.950031828221,22866.880760273496
820,Total anemia,prevalence,count,522,169,2,Sudan,Female,Reproductive age,4081104.528205797,3470163.1926232814,4724358.399315325
821,Mild anemia,prevalence,count,522,169,2,Sudan,Female,Reproductive age,2168765.9685664605,1921733.2340400752,2442892.076364001
822,Moderate anemia,prevalence,count,522,169,2,Sudan,Female,Reproductive age,1816211.5924733144,1432799.223897977,2228170.4430875108
823,Severe anemia,prevalence,count,522,169,2,Sudan,Female,Reproductive age,96126.96716602173,64652.51629563223,135346.43266967524
824,Total anemia,ylds,rate,522,169,2,Sudan,Female,Reproductive age,0.008487262400837739,0.005079498879701803,0.013191889260340707
825,Mild anemia,ylds,rate,522,169,2,Sudan,Female,Reproductive age,0.000589821591810072,0.00020910961074487402,0.0013285332867411749
826,Moderate anemia,ylds,rate,522,169,2,Sudan,Female,Reproductive age,0.006854773990119843,0.004134221651318896,0.010591791195240105
827,Severe anemia,ylds,rate,522,169,2,Sudan,Female,Reproductive age,0.0010426668189078244,0.0005905687610074341,0.0016823881166415128
828,Total anemia,prevalence,rate,522,169,2,Sudan,Female,Reproductive age,0.30058511555248274,0.25662714517154644,0.34758586066412656
829,Mild anemia,prevalence,rate,522,169,2,Sudan,Female,Reproductive age,0.1597264569609293,0.14149433029794625,0.17973122974658612
830,Moderate anemia,prevalence,rate,522,169,2,Sudan,Female,Reproductive age,0.13377699365403117,0.1055993910487072,0.16393348592672013
831,Severe anemia,prevalence,rate,522,169,2,Sudan,Female,Reproductive age,0.007081664937522331,0.004760809070859041,0.009957861430268762
